REPORT START/STOP
Start Time,27/05/2021,11:44:24
End Time,27/05/2021,14:08:27

Program,R454C_pi_5.5
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_2
Date;Time,R1.P7.Setpoint_value,R1.P7.Process_value,R2.t7.Setpoint_value,R2.t7.Process_value,R2.Voltage.Setpoint_value,R2.Voltage.Process_value,R2.TAmb.Setpoint_value,R2.TAmb.Process_value
27/05/2021;11:48:39,?,7.142553,?,37.519249,400,400.129364,25,30.024635
27/05/2021;11:48:40,?,7.142654,?,37.55793,400,400.134918,25,30.030798
27/05/2021;11:48:41,?,7.143365,?,37.594444,400,400.164246,25,30.043816
27/05/2021;11:48:42,?,7.141763,?,37.624607,400,400.236877,25,30.055235
27/05/2021;11:48:43,?,7.138583,?,37.624607,400,400.236877,25,30.055235
27/05/2021;11:48:44,?,7.135376,?,37.631588,400,400.192169,25,30.055521
27/05/2021;11:48:45,?,7.135376,?,37.680233,400,400.105621,25,30.054157
27/05/2021;11:48:46,?,7.133753,?,37.720783,400,400.04422,25,30.043474
27/05/2021;11:48:47,?,7.128133,?,37.761246,400,400.042877,25,30.044767
27/05/2021;11:48:48,?,7.120541,?,37.801521,400,400.019196,25,30.061956
27/05/2021;11:48:49,?,7.11429,?,37.848705,400,400.067657,25,30.07505
27/05/2021;11:48:50,?,7.108194,?,37.876007,400,400.093567,25,30.07819
27/05/2021;11:48:51,?,7.098883,?,37.917946,400,400.113892,25,30.084309
27/05/2021;11:48:52,?,7.086261,?,37.926762,400,400.051025,25,30.092463
27/05/2021;11:48:53,?,7.077481,?,37.926762,400,400.051025,25,30.092463
27/05/2021;11:48:54,?,7.067783,?,37.943718,400,400.009247,25,30.103857
27/05/2021;11:48:55,?,7.056066,?,37.975025,400,400.01474,25,30.105782
27/05/2021;11:48:56,?,7.056066,?,38.012093,400,400.097778,25,30.104347
27/05/2021;11:48:57,?,7.045134,?,38.033443,400,400.064056,25,30.11813
27/05/2021;11:48:58,?,7.03684,?,38.029907,400,400.002441,25,30.142818
27/05/2021;11:48:59,?,7.030789,?,38.029705,400,400.012207,25,30.149258
27/05/2021;11:49:00,?,7.023142,?,38.057346,400,400.044342,25,30.15609
