REPORT START/STOP
Start Time,12/01/2021,14:55:29
End Time,12/01/2021,15:54:18

Program,R32_pi_4.5
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_1
Date;Time,R1.P1.Setpoint_value,R1.P1.Process_value,R1.P2.Setpoint_value,R1.P2.Process_value,R2.t1.Setpoint_value,R2.t1.Process_value,R2.t2.Process_value
12/01/2021;14:59:14,7.415947,6.355561,20.582188,26.670176,1.174914,2.187324,98.199722
12/01/2021;14:59:15,7.38232,6.372689,20.608879,26.670315,1.098907,2.240097,98.142288
12/01/2021;14:59:16,7.38232,6.372689,20.608879,26.670315,1.021799,2.287873,98.088646
12/01/2021;14:59:17,7.344328,6.397136,20.639038,26.669914,0.9362449645996094,2.307682,98.049919
12/01/2021;14:59:18,7.310701,6.434854,20.665731,26.675085,0.9362449645996094,2.307682,98.049919
12/01/2021;14:59:19,7.277075,6.478408,20.692425,26.681513,0.8503246307373047,2.307866,98.017906
12/01/2021;14:59:20,7.236497,6.501529,20.724636,26.682905,0.7581615447998047,2.284879,97.957161
12/01/2021;14:59:21,7.202708,6.505592,20.751459,26.677595,0.6909670829772949,2.222423,97.851662
12/01/2021;14:59:22,7.164878,6.502476,20.781488,26.668297,0.6145925521850586,2.135028,97.732109
12/01/2021;14:59:23,7.131251,6.496372,20.808182,26.66132,0.5191249847412109,1.971264,97.63166
12/01/2021;14:59:24,7.09326,6.491006,20.838341,26.660023,0.4328370094299316,1.727771,97.575729
12/01/2021;14:59:25,7.059633,6.486485,20.865034,26.660959,0.3660097122192383,1.453312,97.540619
12/01/2021;14:59:26,7.025522,6.484571,20.892113,26.659367,0.2800889015197754,1.0232,97.49794
12/01/2021;14:59:27,7.025522,6.484571,20.892113,26.659367,0.2033472061157227,0.4667367339134216,97.423454
12/01/2021;14:59:28,6.98365,6.486287,20.92535,26.66021,0.2033472061157227,0.4667367339134216,97.423454
12/01/2021;14:59:29,6.950185,6.491197,20.951916,26.661564,0.1170592308044434,-0.3565852046012878,97.257416
12/01/2021;14:59:30,6.916235,6.495753,20.978865,26.663385,0.03995084762573242,-1.198263,97.040504
12/01/2021;14:59:31,6.878567,6.50434,21.008766,26.658779,-0.04560279846191406,-2.085604,96.768044
12/01/2021;14:59:32,6.84494,6.505907,21.03546,26.655771,-0.121610164642334,-2.763552,96.562515
12/01/2021;14:59:33,6.806948,6.504949,21.065619,26.651842,-0.1987185478210449,-3.3402,96.42717
12/01/2021;14:59:34,6.777525,6.503679,21.088976,26.649143,-0.2846393585205078,-3.811797,96.31633
12/01/2021;14:59:35,6.739695,6.495402,21.119005,26.648062,-0.3797397613525391,-4.1632,96.18734
12/01/2021;14:59:36,6.701703,6.478381,21.149164,26.640989,-0.4473016262054443,-4.439506,96.051468
12/01/2021;14:59:37,6.701703,6.478381,21.149164,26.640989,-0.5328552722930908,-4.668853,95.894104
12/01/2021;14:59:38,6.663712,6.4582,21.179321,26.629648,-0.6187763214111328,-4.840438,95.751877
12/01/2021;14:59:39,6.630247,6.439372,21.205887,26.612957,-0.6187763214111328,-4.840438,95.751877
12/01/2021;14:59:40,6.596458,6.412778,21.232708,26.595139,-0.6859707832336426,-4.994329,95.576385
12/01/2021;14:59:41,6.558628,6.386654,21.262739,26.574463,-0.7718915939331055,-5.132853,95.37191
12/01/2021;14:59:42,6.525002,6.359323,21.289433,26.552814,-0.8578126430511475,-5.259037,95.22831
12/01/2021;14:59:43,6.491213,6.33143,21.316254,26.533791,-0.9250071048736572,-5.395133,95.15313
12/01/2021;14:59:44,6.457587,6.310574,21.342947,26.513453,-1.010928,-5.510356,95.103134
12/01/2021;14:59:45,6.42396,6.287223,21.36964,26.491623,-1.096849,-5.618974,95.065552
12/01/2021;14:59:46,6.385968,6.26513,21.399799,26.470945,-1.17359,-5.732759,95.003204
12/01/2021;14:59:47,6.348138,6.243859,21.429829,26.458733,-1.249964,-5.823144,94.965469
12/01/2021;14:59:48,6.314188,6.225898,21.456778,26.452402,-1.326339,-5.910999,94.92025
12/01/2021;14:59:49,6.280561,6.210858,21.483471,26.451206,-1.40308,-5.993069,94.863449
