REPORT START/STOP
Start Time,19/05/2021,12:59:50
End Time,19/05/2021,14:54:29

Program,R454C_pi_4.5
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_1
Date;Time,R1.P1.Setpoint_value,R1.P1.Process_value,R1.P2.Setpoint_value,R1.P2.Process_value,R2.t1.Setpoint_value,R2.t1.Process_value,R2.t2.Process_value
19/05/2021;13:03:39,6.62015,3.901058,20.069775,20.470001,9.335825,4.724624,76.822655
19/05/2021;13:03:40,6.59285,3.904337,20.110725,20.461388,9.273647,4.752058,76.851875
19/05/2021;13:03:41,6.59285,3.904337,20.110725,20.461388,9.203735,4.775575,76.876907
19/05/2021;13:03:42,6.56555,3.907716,20.151674,20.450567,9.134418,4.799751,76.911865
19/05/2021;13:03:43,6.538133,3.914673,20.192801,20.442017,9.07224,4.822019,76.949974
19/05/2021;13:03:44,6.513866,3.920455,20.2292,20.434635,9.01036,4.845204,76.974258
19/05/2021;13:03:45,6.486333,3.923054,20.2705,20.425644,8.94015,4.877816,76.992523
19/05/2021;13:03:46,6.452967,3.927804,20.320549,20.414539,8.870535,4.908734,77.015152
19/05/2021;13:03:47,6.452967,3.927804,20.320549,20.414539,8.808952,4.93641,77.011665
19/05/2021;13:03:48,6.428817,3.929382,20.356775,20.403797,8.808952,4.93641,77.011665
19/05/2021;13:03:49,6.404317,3.929842,20.393524,20.394281,8.74618,4.962105,77.03521
19/05/2021;13:03:50,6.373867,3.932587,20.439199,20.381954,8.66883,4.993128,77.055267
19/05/2021;13:03:51,6.3496,3.93689,20.475599,20.370924,8.59148,5.030938,77.061951
19/05/2021;13:03:52,6.322184,3.943402,20.516726,20.361198,8.537038,5.059131,77.072517
19/05/2021;13:03:53,6.297916,3.946996,20.553125,20.351933,8.475158,5.071452,77.090881
19/05/2021;13:03:54,6.2733,3.954304,20.59005,20.341862,8.405542,5.090908,77.098984
19/05/2021;13:03:55,6.249267,3.957977,20.626101,20.333357,8.343365,5.121142,77.095253
19/05/2021;13:03:56,6.221967,3.963189,20.667049,20.321997,8.281486,5.150533,77.079483
19/05/2021;13:03:57,6.19735,3.964426,20.703976,20.311947,8.219605,5.166572,77.068428
