REPORT START/STOP
Start Time,08/06/2021,08:16:59
End Time,08/06/2021,10:24:29

Program,R290_pi_5.5
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_2
Date;Time,R1.P7.Setpoint_value,R1.P7.Process_value,R2.t7.Setpoint_value,R2.t7.Process_value,R2.Voltage.Setpoint_value,R2.Voltage.Process_value,R2.TAmb.Setpoint_value,R2.TAmb.Process_value
08/06/2021;08:20:03,?,4.647018,?,10.35839,400,400.261261,25,25.904716
08/06/2021;08:20:04,?,4.64686,?,10.416409,400,400.234467,25,25.899723
08/06/2021;08:20:05,?,4.64686,?,10.482821,400,400.167725,25,25.88842
08/06/2021;08:20:06,?,4.646332,?,10.547648,400,400.220856,25,25.884275
08/06/2021;08:20:07,?,4.646555,?,10.615111,400,400.247253,25,25.877333
08/06/2021;08:20:08,?,4.64571,?,10.643209,400,400.094879,25,25.859423
08/06/2021;08:20:09,?,4.644952,?,10.643219,400,399.957916,25,25.845556
08/06/2021;08:20:10,?,4.645915,?,10.672503,400,399.911804,25,25.836224
08/06/2021;08:20:11,?,4.64667,?,10.672503,400,399.911804,25,25.836224
08/06/2021;08:20:12,?,4.648141,?,10.740761,400,399.897491,25,25.827963
08/06/2021;08:20:13,?,4.64778,?,10.792479,400,399.851257,25,25.823025
08/06/2021;08:20:14,?,4.649209,?,10.86576,400,399.771912,25,25.81592
08/06/2021;08:20:15,?,4.648849,?,10.93494,400,399.780457,25,25.808537
08/06/2021;08:20:16,?,4.647859,?,11.008501,400,399.833679,25,25.802801
08/06/2021;08:20:17,?,4.647859,?,11.086949,400,399.864777,25,25.797203
08/06/2021;08:20:18,?,4.647718,?,11.171196,400,399.885437,25,25.7843
08/06/2021;08:20:19,?,4.647676,?,11.233717,400,399.964325,25,25.773693
08/06/2021;08:20:20,?,4.646719,?,11.277275,400,399.977539,25,25.768957
08/06/2021;08:20:21,?,4.646895,?,11.335878,400,399.904358,25,25.755978
08/06/2021;08:20:22,?,4.647654,?,11.408512,400,399.841919,25,25.738632
08/06/2021;08:20:23,?,4.64607,?,11.471613,400,399.837097,25,25.726742
08/06/2021;08:20:24,?,4.647075,?,11.471613,400,399.837097,25,25.726742
08/06/2021;08:20:25,?,4.646981,?,11.538059,400,399.872803,25,25.717613
08/06/2021;08:20:26,?,4.646378,?,11.625822,400,399.884705,25,25.716635
08/06/2021;08:20:27,?,4.645694,?,11.705087,400,399.841431,25,25.719675
08/06/2021;08:20:28,?,4.645694,?,11.746656,400,399.914185,25,25.715708
08/06/2021;08:20:29,?,4.647362,?,11.768416,400,399.957336,25,25.707949
