REPORT START/STOP
Start Time,22/01/2021,13:21:09
End Time,22/01/2021,14:34:26

Program,R410A_pi_6.5
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_1
Date;Time,R1.P1.Setpoint_value,R1.P1.Process_value,R1.P2.Setpoint_value,R1.P2.Process_value,R2.t1.Setpoint_value,R2.t1.Process_value,R2.t2.Process_value
22/01/2021;13:25:08,5.627733,4.737732,24.372267,36.669106,-4.599592,-9.168548,123.169518
22/01/2021;13:25:09,5.596533,4.736943,24.403467,36.614532,-4.693345,-9.299537,123.062721
22/01/2021;13:25:10,5.568933,4.734191,24.431067,36.5574,-4.693345,-9.299537,123.062721
22/01/2021;13:25:11,5.540934,4.730086,24.459066,36.503468,-4.798816,-9.481686,122.962006
22/01/2021;13:25:12,5.509867,4.72527,24.490133,36.440189,-4.89302,-9.711122,122.884117
22/01/2021;13:25:13,5.482133,4.721884,24.517866,36.385258,-4.998491,-9.951983,122.816193
22/01/2021;13:25:14,5.454134,4.719586,24.545866,36.327972,-5.093596,-10.211094,122.743973
22/01/2021;13:25:15,5.423067,4.716877,24.576933,36.268509,-5.186447,-10.492644,122.670044
22/01/2021;13:25:16,5.395333,4.712744,24.604666,36.216404,-5.280199,-10.720161,122.603485
22/01/2021;13:25:17,5.367467,4.707274,24.632534,36.162422,-5.387023,-11.001582,122.506844
22/01/2021;13:25:18,5.339733,4.699318,24.660267,36.108929,-5.480325,-11.238792,122.426384
22/01/2021;13:25:19,5.312,4.692381,24.688,36.050003,-5.573627,-11.463902,122.320404
22/01/2021;13:25:20,5.312,4.692381,24.688,36.050003,-5.668281,-11.660406,122.173767
22/01/2021;13:25:21,5.280667,4.683796,24.719334,35.99131,-5.762033,-11.814286,122.038422
22/01/2021;13:25:22,5.252934,4.674589,24.747066,35.92918,-5.867054,-11.93602,121.839859
22/01/2021;13:25:23,5.2252,4.665545,24.774799,35.867813,-5.95044,-12.033911,121.59063
22/01/2021;13:25:24,5.1952,4.656259,24.8048,35.807728,-5.95044,-12.033911,121.59063
22/01/2021;13:25:25,5.167334,4.649125,24.832666,35.761459,-6.063123,-12.127096,121.339798
22/01/2021;13:25:26,5.136133,4.642343,24.863867,35.711765,-6.156876,-12.193821,121.189133
22/01/2021;13:25:27,5.1084,4.634538,24.8916,35.663223,-6.250177,-12.23554,121.102058
22/01/2021;13:25:28,5.080534,4.625278,24.919466,35.611847,-6.344831,-12.261868,121.045815
