REPORT START/STOP
Start Time,25/01/2021,11:25:33
End Time,25/01/2021,13:38:31

Program,R410A_diverse
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_1
Date;Time,R1.P1.Setpoint_value,R1.P1.Process_value,R1.P2.Setpoint_value,R1.P2.Process_value,R2.t1.Setpoint_value,R2.t1.Process_value,R2.t2.Process_value
25/01/2021;11:29:40,10.353733,8.408319,28.231333,30.755421,18.186903,18.257479,96.899223
25/01/2021;11:29:41,10.3468,8.403672,28.266001,30.737597,18.166481,18.183596,96.829445
25/01/2021;11:29:42,10.339833,8.400203,28.300833,30.720211,18.166481,18.183596,96.829445
25/01/2021;11:29:43,10.3329,8.39712,28.335501,30.70586,18.146254,18.121744,96.781105
25/01/2021;11:29:44,10.325967,8.391469,28.370167,30.692411,18.121065,18.063148,96.741203
25/01/2021;11:29:45,10.318133,8.388285,28.409332,30.677607,18.1057,18.006178,96.702057
25/01/2021;11:29:46,10.312067,8.383611,28.439667,30.659622,18.085472,17.948774,96.649338
25/01/2021;11:29:47,10.305134,8.376772,28.474333,30.642715,18.060284,17.892469,96.58448
25/01/2021;11:29:48,10.2973,8.381672,28.5135,30.624903,18.042391,17.848389,96.523232
25/01/2021;11:29:49,10.290367,8.38243,28.548166,30.609013,18.022161,17.804802,96.484406
25/01/2021;11:29:50,10.283433,8.379255,28.582832,30.590984,17.999502,17.766603,96.448944
25/01/2021;11:29:51,10.276466,8.382177,28.617666,30.575096,17.979177,17.732727,96.387245
25/01/2021;11:29:52,10.269533,8.382594,28.652332,30.561535,17.961479,17.702883,96.344078
25/01/2021;11:29:53,10.269533,8.382594,28.652332,30.561535,17.936193,17.659571,96.293777
25/01/2021;11:29:54,10.261666,8.377776,28.691666,30.547596,17.918396,17.623751,96.238663
25/01/2021;11:29:55,10.254766,8.374922,28.726166,30.535164,17.898169,17.591311,96.189713
25/01/2021;11:29:56,10.247833,8.377689,28.760834,30.517467,17.875412,17.566263,96.137833
25/01/2021;11:29:57,10.2408,8.381416,28.796,30.505783,17.855087,17.550827,96.082336
25/01/2021;11:29:58,10.233933,8.384016,28.830334,30.491476,17.837387,17.533663,96.056847
25/01/2021;11:29:59,10.226133,8.390941,28.869333,30.475361,17.837387,17.533663,96.056847
25/01/2021;11:30:00,10.219133,8.39702,28.904333,30.46369,17.814631,17.515593,96.020607
