REPORT START/STOP
Start Time,26/01/2021,14:59:42
End Time,26/01/2021,16:51:39

Program,R410A_wiederholgenaui
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_1
Date;Time,R1.P1.Setpoint_value,R1.P1.Process_value,R1.P2.Setpoint_value,R1.P2.Process_value,R2.t1.Setpoint_value,R2.t1.Process_value,R2.t2.Process_value
26/01/2021;15:03:04,5.2922,4.701643,20.7078,25.832731,-5.15144,0.7777400016784668,90.713814
26/01/2021;15:03:05,5.278267,4.692993,20.721733,25.815792,-5.204345,0.8133100271224976,90.754112
26/01/2021;15:03:06,5.262667,4.68983,20.737333,25.798742,-5.256247,0.8446068167686462,90.766869
26/01/2021;15:03:07,5.250533,4.687192,20.749466,25.784662,-5.308148,0.874483048915863,90.774895
26/01/2021;15:03:08,5.250533,4.687192,20.749466,25.784662,-5.360803,0.9020734429359436,90.787552
26/01/2021;15:03:09,5.234867,4.687403,20.765133,25.768532,-5.419474,0.9284393191337585,90.81945
26/01/2021;15:03:10,5.221,4.687341,20.778999,25.752457,-5.471376,0.9566259384155273,90.854561
26/01/2021;15:03:11,5.207133,4.688922,20.792866,25.73645,-5.52403,0.9763108491897583,90.894608
26/01/2021;15:03:12,5.191467,4.690768,20.808533,25.720541,-5.576182,1.000499,90.891808
26/01/2021;15:03:13,5.1776,4.691168,20.822399,25.70517,-5.628085,1.020957,90.887268
26/01/2021;15:03:14,5.1636,4.691693,20.836399,25.690586,-5.680738,1.044513,90.895767
26/01/2021;15:03:15,5.148,4.692681,20.851999,25.67359,-5.73941,1.057995,90.909027
26/01/2021;15:03:16,5.134133,4.691808,20.865868,25.656933,-5.73941,1.057995,90.909027
26/01/2021;15:03:17,5.120133,4.691536,20.879868,25.64308,-5.80435,1.071658,90.923187
26/01/2021;15:03:18,5.1046,4.695427,20.895399,25.626232,-5.850234,1.076017,90.923569
26/01/2021;15:03:19,5.0908,4.697941,20.909201,25.608927,-5.895867,1.080388,90.917786
26/01/2021;15:03:20,5.075067,4.696848,20.924932,25.592375,-5.961058,1.092802,90.89711
